State,Confirmed,Deaths
"Baden-Württemberg",25438,767
"Bayern",34294,954
"Berlin",4722,62
"Brandenburg",1950,42
"Bremen",500,21
"Hamburg",3869,67
"Hessen",6347,173
"Mecklenburg-Vorpommern",624,11
"Niedersachsen",8019,224
"Nordrhein-Westfalen",25835,607
"Rheinland-Pfalz",5004,77
"Saarland",2145,58
"Sachsen",3819,73
"Sachsen-Anhalt",1223,26
"Schleswig-Holstein",2245,54
"Thüringen",1550,38
