State,Confirmed,Deaths
"Baden-Württemberg",454,1
Bayen,500,1
Berlin,137,0
Brandenburg,30,0
Bremen,38,0
Hamburg,88,0
Hessen,99,0
"Mecklenburg-Vorpommern",23,0
"Niedersachsen",129,0
"Nordrhein-Westfalen",688,3
"Rheinland-Pfalz",52,0
Saarland,14,0
Sachsen,45,0
"Sachsen-Anhalt",27,0
"Schleswig-Holstein",31,0
"Thüringen",14,0
