State,Confirmed,Deaths
"Baden-Württemberg",29443,1113
"Bayern",39395,1476
"Berlin",5324,105
"Brandenburg",2447,84
"Bremen",672,27
"Hamburg",4286,113
"Hessen",7593,286
"Mecklenburg-Vorpommern",659,15
"Niedersachsen",9391,340
"Nordrhein-Westfalen",30584,999
"Rheinland-Pfalz",5643,131
"Saarland",2395,99
"Sachsen",4327,127
"Sachsen-Anhalt",1425,34
"Schleswig-Holstein",2530,84
"Thüringen",1932,61
