State,Confirmed,Deaths
"Baden-Württemberg",9781,101
Bayern,11150,77
Berlin,2161,8
Brandenburg,645,1
Bremen,260,2
Hamburg,1765,2
Hessen,2604,9
"Mecklenburg-Vorpommern",308,0
Niedersachsen,3150,12
"Nordrhein-Westfalen",10607,80
"Rheinland-Pfalz",2212,11
Saarland,550,2
Sachsen,1432,9
"Sachsen-Anhalt",458,2
"Schleswig-Holstein",915,4
"Thüringen",584,5
