State,Confirmed,Deaths
"Baden-Württemberg",28253,982
"Bayern",37849,1286
"Berlin",5196,94
"Brandenburg",2238,66
"Bremen",604,25
"Hamburg",4185,91
"Hessen",7177,240
"Mecklenburg-Vorpommern",653,15
"Niedersachsen",8900,291
"Nordrhein-Westfalen",28971,857
"Rheinland-Pfalz",5523,107
"Saarland",2314,91
"Sachsen",4229,109
"Sachsen-Anhalt",1369,30
"Schleswig-Holstein",2426,67
"Thüringen",1785,53
