State,Confirmed,Deaths
"Baden-Württemberg",32411,1421
"Bayern",42997,1926
"Berlin",6010,154
"Brandenburg",2914,122
"Bremen",893,30
"Hamburg",4636,166
"Hessen",8549,372
"Mecklenburg-Vorpommern",699,18
"Niedersachsen",10325,456
"Nordrhein-Westfalen",33560,1290
"Rheinland-Pfalz",6150,177
"Saarland",2608,139
"Sachsen",4702,167
"Sachsen-Anhalt",1578,45
"Schleswig-Holstein",2788,113
"Thüringen",2355,96
