State,Confirmed,Deaths
"Baden-Württemberg",32576,1481
"Bayern",43371,2001
"Berlin",6092,159
"Brandenburg",2969,127
"Bremen",916,31
"Hamburg",4664,190
"Hessen",8642,386
"Mecklenburg-Vorpommern",711,19
"Niedersachsen",10453,470
"Nordrhein-Westfalen",33977,1358
"Rheinland-Pfalz",6191,187
"Saarland",2627,141
"Sachsen",4784,177
"Sachsen-Anhalt",1590,46
"Schleswig-Holstein",2815,119
"Thüringen",2429,104
