State,Confirmed,Deaths
"Baden-Württemberg",31043,1249
"Bayern",41070,1621
"Berlin",5638,125
"Brandenburg",2721,100
"Bremen",754,27
"Hamburg",4475,142
"Hessen",7979,320
"Mecklenburg-Vorpommern",674,16
"Niedersachsen",9847,391
"Nordrhein-Westfalen",31879,1131
"Rheinland-Pfalz",5879,152
"Saarland",2503,121
"Sachsen",4458,147
"Sachsen-Anhalt",1515,36
"Schleswig-Holstein",2638,98
"Thüringen",2120,74
