State,Confirmed,Deaths
"Baden-Württemberg",31336,1299
"Bayern",41830,1754
"Berlin",5734,137
"Brandenburg",2768,109
"Bremen",797,29
"Hamburg",4525,153
"Hessen",8184,346
"Mecklenburg-Vorpommern",687,17
"Niedersachsen",9972,406
"Nordrhein-Westfalen",32429,1200
"Rheinland-Pfalz",5982,161
"Saarland",2514,129
"Sachsen",4509,153
"Sachsen-Anhalt",1525,39
"Schleswig-Holstein",2679,103
"Thüringen",2170,80
