State,Confirmed,Deaths
"Baden-Württemberg",29792,1153
"Bayern",39939,1525
"Berlin",5459,112
"Brandenburg",2536,90
"Bremen",707,27
"Hamburg",4358,122
"Hessen",7712,296
"Mecklenburg-Vorpommern",661,16
"Niedersachsen",9544,364
"Nordrhein-Westfalen",31106,1052
"Rheinland-Pfalz",5731,136
"Saarland",2445,105
"Sachsen",4377,135
"Sachsen-Anhalt",1436,35
"Schleswig-Holstein",2557,88
"Thüringen",2023,65
