State,Confirmed,Deaths
"Baden-Württemberg",30169,1189
"Bayern",40547,1566
"Berlin",5525,113
"Brandenburg",2627,97
"Bremen",719,27
"Hamburg",4400,139
"Hessen",7837,305
"Mecklenburg-Vorpommern",667,16
"Niedersachsen",9691,377
"Nordrhein-Westfalen",31465,1084
"Rheinland-Pfalz",5767,138
"Saarland",2468,107
"Sachsen",4406,141
"Sachsen-Anhalt",1480,35
"Schleswig-Holstein",2612,95
"Thüringen",2058,71
