State,Confirmed,Deaths
"Baden-Württemberg",31609,1353
"Bayern",42080,1799
"Berlin",5827,147
"Brandenburg",2831,113
"Bremen",827,29
"Hamburg",4562,155
"Hessen",8304,353
"Mecklenburg-Vorpommern",690,17
"Niedersachsen",10067,416
"Nordrhein-Westfalen",32687,1219
"Rheinland-Pfalz",6029,166
"Saarland",2552,131
"Sachsen",4561,156
"Sachsen-Anhalt",1549,43
"Schleswig-Holstein",2690,106
"Thüringen",2254,85
