State,Confirmed,Deaths
"Baden-Württemberg",454,1
Bayen,588,1
Berlin,174,0
Brandenburg,44,0
Bremen,42,0
Hamburg,99,0
Hessen,148,0
"Mecklenburg-Vorpommern",33,0
"Niedersachsen",230,0
"Nordrhein-Westfalen",936,3
"Rheinland-Pfalz",102,0
Saarland,40,0
Sachsen,83,0
"Sachsen-Anhalt",42,0
"Schleswig-Holstein",48,0
"Thüringen",29,0
