State,Confirmed,Deaths
"Baden-Württemberg",22433,570
"Bayern",30363,703
"Berlin",4349,42
"Brandenburg",1691,37
"Bremen",454,13
"Hamburg",3551,53
"Hessen",5694,111
"Mecklenburg-Vorpommern",586,11
"Niedersachsen",7114,161
"Nordrhein-Westfalen",23028,446
"Rheinland-Pfalz",4440,51
"Saarland",1854,36
"Sachsen",3402,59
"Sachsen-Anhalt",1121,18
"Schleswig-Holstein",2029,38
"Thüringen",1416,24
