State,Confirmed,Deaths
"Baden-Württemberg",32762,1497
"Bayern",43658,2050
"Berlin",6149,162
"Brandenburg",2999,129
"Bremen",963,32
"Hamburg",4704,194
"Hessen",8736,396
"Mecklenburg-Vorpommern",715,19
"Niedersachsen",10564,478
"Nordrhein-Westfalen",34249,1372
"Rheinland-Pfalz",6213,189
"Saarland",2655,143
"Sachsen",4836,181
"Sachsen-Anhalt",1602,48
"Schleswig-Holstein",2834,120
"Thüringen",2452,109
