State,Confirmed,Deaths
"Baden-Württemberg",8161,70
Bayern,9481,55
Berlin,1955,8
Brandenburg,537,1
Bremen,241,1
Hamburg,1693,2
Hessen,2323,7
"Mecklenburg-Vorpommern",259,0
Niedersachsen,2810,10
"Nordrhein-Westfalen",9235,72
"Rheinland-Pfalz",1971,8
Saarland,505,2
Sachsen,1305,7
"Sachsen-Anhalt",458,2
"Schleswig-Holstein",812,4
"Thüringen",542,4
