State,Confirmed,Deaths
"Baden-Württemberg",24570,677
"Bayern",33015,820
"Berlin",4601,51
"Brandenburg",1880,38
"Bremen",486,17
"Hamburg",3770,56
"Hessen",6114,135
"Mecklenburg-Vorpommern",618,11
"Niedersachsen",7723,201
"Nordrhein-Westfalen",24883,518
"Rheinland-Pfalz",4810,68
"Saarland",2079,44
"Sachsen",3655,68
"Sachsen-Anhalt",1193,24
"Schleswig-Holstein",2134,44
"Thüringen",1485,27
