State,Confirmed,Deaths
"Baden-Württemberg",569,2
Bayen,681,1
Berlin,216,0
Brandenburg,61,0
Bremen,50,0
Hamburg,158,0
Hessen,203,0
"Mecklenburg-Vorpommern",45,0
"Niedersachsen",253,0
"Nordrhein-Westfalen",1154,5
"Rheinland-Pfalz",121,0
Saarland,40,0
Sachsen,93,0
"Sachsen-Anhalt",45,0
"Schleswig-Holstein",60,0
"Thüringen",46,0
