State,Confirmed,Deaths
"Baden-Württemberg",28712,1031
"Bayern",38310,1336
"Berlin",5237,97
"Brandenburg",2275,67
"Bremen",609,25
"Hamburg",4204,91
"Hessen",7231,251
"Mecklenburg-Vorpommern",655,15
"Niedersachsen",9098,306
"Nordrhein-Westfalen",29389,896
"Rheinland-Pfalz",5561,116
"Saarland",2328,93
"Sachsen",4253,117
"Sachsen-Anhalt",1383,32
"Schleswig-Holstein",2414,70
"Thüringen",1798,55
