State,Confirmed,Deaths
"Baden-Württemberg",27883,968
"Bayern",37407,1256
"Berlin",5159,92
"Brandenburg",2221,66
"Bremen",585,25
"Hamburg",4167,91
"Hessen",7108,230
"Mecklenburg-Vorpommern",651,15
"Niedersachsen",8797,288
"Nordrhein-Westfalen",28471,814
"Rheinland-Pfalz",5432,106
"Saarland",2303,91
"Sachsen",4190,107
"Sachsen-Anhalt",1350,30
"Schleswig-Holstein",2417,62
"Thüringen",1756,53
