State,Confirmed,Deaths
"Baden-Württemberg",96,0
Bayen,117,0
Berlin,19,0
Brandenburg,2,0
Bremen,4,0
Hamburg,11,0
Hessen,16,0
"Mecklenburg-Vorpommern",5,0
"Niedersachsen",18,0
"Nordrhein-Westfalen",329,0
"Rheinland-Pfalz",10,0
Saarland,2,0
Sachsen,2,0
"Sachsen-Anhalt",0,0
"Schleswig-Holstein",7,0
"Thüringen",1,0
